group,policy,run_dir,checkpoint,anchor_source,anchor_seed,branch_index,future_seed,final_cumulative_return,annualized_return,annualized_volatility,max_drawdown,average_turnover
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,14,11414,0.2117399644080038,0.21173996440800447,0.1419967503366152,0.09703697365680886,0.336408760886462
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,15,11515,-0.1495958369313235,-0.14959583693132328,0.15821811990350526,0.3428518176111696,0.435027577855166
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,16,11616,0.07782385430108452,0.07782385430108385,0.1342852724333937,0.09643351358156199,0.32096510016847224
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,17,11717,-0.16024419505335596,-0.16024419505335707,0.134863106802796,0.21249655391617675,0.342264626929093
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,18,11818,0.038863340453130446,0.038863340453128226,0.1507808770462475,0.12374251207306489,0.36584729778890807
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,19,11919,0.06271928038504826,0.06271928038504715,0.1196932016153706,0.16034120179556,0.3136258136318435
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,0,10000,0.037645817980744845,0.03764581798074507,0.12265039933181761,0.16517851242000098,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,1,10101,0.17432938765002004,0.17432938765002137,0.13646041467159556,0.1201290999761851,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,2,10202,-0.057435081820604306,-0.05743508182060375,0.1414505145304741,0.19418578451612198,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,3,10303,0.31031633702431893,0.3103163370243187,0.1464634874898615,0.08719257471202035,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,4,10404,0.25218620024006544,0.25218620024006744,0.13407182110933347,0.07480925260332313,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,5,10505,0.3001471500438124,0.30014715004381376,0.1358815158889689,0.08386645395683624,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,6,10606,-0.10887432887399129,-0.10887432887399151,0.15543416426368273,0.2320049013425092,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,7,10707,0.41740237996053065,0.41740237996053087,0.11800837654143424,0.10817078561285555,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,8,10808,0.2792768435785806,0.27927684357858085,0.13526602830005788,0.08055301464592693,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,9,10909,0.12569342005064232,0.1256934200506432,0.11486202174363526,0.09704693857875386,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,10,11010,0.2261207404869574,0.22612074048695674,0.11322082427236956,0.0947391033020604,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,11,11111,-0.056417383660301246,-0.05641738366030202,0.09893507918000632,0.16580609734898094,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,12,11212,0.2863232344565678,0.2863232344565667,0.1332523261729962,0.11166705079520456,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,13,11313,0.22389768864809434,0.22389768864809612,0.1382514978059031,0.16069033012850162,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,14,11414,0.2439252442902864,0.24392524429028595,0.12717355771339042,0.08024757478478006,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,15,11515,-0.16473923024041048,-0.16473923024041048,0.1659834609490328,0.2756025264014948,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,16,11616,0.01151297709141863,0.011512977091419296,0.1218504087962163,0.1048234394010833,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,17,11717,-0.126164083906114,-0.12616408390611378,0.1419982372215789,0.2503607397283087,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,18,11818,0.054596901960665356,0.05459690196066669,0.13907700039982637,0.07129546591906574,0.006613755983019632
noisy,Equal Weight,equal_weight_seed_anchor,equal_weight,equal_weight_seed_anchor,10000,19,11919,0.0007969059019019564,0.0007969059019021785,0.11549211907157422,0.14203557058822364,0.006613755983019632
